PID,Price,Area,City,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,Furnished
5565,10400000,2210,Kolkata,Dum Dum,4,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
801,7341000,1635,Banglore,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1
6632,3500000,688,Mumbai,Dronagiri,1,0,,,0,0,1,0,0,0,1,1,1,1,0,0,0,,,0,1,1,1,0,,,,0
4013,3600000,1100,Hyderabad,Krishna Reddy Pet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5777,4000000,800,Kolkata,Barisha Purba Para Road,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
7447,13600000,1760,Mumbai,Kharghar,3,1,,,0,0,1,1,1,1,1,1,1,1,0,1,1,,,0,0,1,1,0,,,,1
3492,9000000,1150,Hyderabad,Hitech City,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6644,3588000,690,Mumbai,Sector 23 Ulwe,1,0,,,1,1,0,0,1,0,1,1,1,0,0,1,0,,,0,0,1,1,0,,,,0
63,7363000,1570,Banglore,Kadugodi,3,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
3616,12000000,1720,Hyderabad,Narsingi,3,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1
6717,3000000,950,Mumbai,Thane,2,1,,,0,0,0,0,1,0,1,1,1,0,0,0,0,,,0,0,0,1,1,,,,0
1161,6409999,1603,Chennai,Avadi,3,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
7066,13500000,1340,Mumbai,Sector 19 Kharghar,2,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,,,0
6823,19000000,1150,Mumbai,Rajendra Nagar,3,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,1,0,,,,0
99,25800000,1866,Banglore,Koramangala,3,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0
31,8716000,1575,Banglore,Jalahalli,3,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
6066,4800000,1658,Kolkata,New Town,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4595,18000000,2581,Kolkata,Tangra,4,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
2454,2700000,540,Delhi,Uttam Nagar,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3744,20700000,3015,Hyderabad,Madhapur,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
7530,23500000,410,Mumbai,Greater Khanda,1,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
7082,12700000,1251,Mumbai,Sector 15,2,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,,,0
6127,4200000,646,Mumbai,Kharghar,1,1,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,1,0,,,,0
2001,19500000,1900,Delhi,Sector 7 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3295,4200000,970,Hyderabad,Murad Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3860,13500000,1765,Hyderabad,Habsiguda,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7683,4400000,850,Mumbai,Sector 17 Ulwe,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2525,16000000,1950,Delhi,Sector 23 Dwarka,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
4571,4348000,1279,Kolkata,Sonarpur,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
2123,15500000,1800,Delhi,Sector 11 Dwarka,3,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
3019,29200000,2500,Delhi,Sector 22 Dwarka,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
7227,8000000,640,Mumbai,Thane West,1,1,,,1,1,0,1,1,1,1,1,1,1,0,0,1,,,0,0,1,1,0,,,,1
5247,2240000,1428,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4726,19000000,1226,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
5916,7970000,1558,Kolkata,Dum Dum,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1300,8680000,1550,Chennai,Thoraipakkam OMR,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
690,10500000,1500,Banglore,Narayanapura on Hennur Main Road,3,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2415,2500000,675,Delhi,Jamia Nagar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,3932000,1573,Banglore,Attibele,3,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
4777,2256000,770,Kolkata,Sonarpur,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
703,28300000,3033,Banglore,Banashankari,4,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1
2661,2899000,650,Delhi,Dwarka Mor,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5758,3777000,970,Kolkata,Narendrapur,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1670,4599000,1278,Chennai,Kelambakkam,2,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
6138,5700000,610,Mumbai,Kharghar,1,1,,,0,1,0,1,1,1,1,1,1,1,0,0,1,,,0,0,1,1,0,,,,1
6015,25000000,741,Kolkata,Barisha Purba Para Road,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
6975,100000000,2000,Mumbai,Peddar Road,3,1,,,1,1,0,1,0,1,1,1,1,0,1,0,1,,,0,0,0,1,0,,,,1
2421,2500000,700,Delhi,Jamia Nagar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,15000000,1200,Delhi,Sector 23 Dwarka,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0
2264,5500000,1080,Delhi,Burari,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1184,4000000,745,Chennai,Sembakkam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1575,4285000,857,Chennai,Pammal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,8500000,1525,Hyderabad,Kondapur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7219,23300000,1500,Mumbai,Malad West,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,,,,0
6118,7700000,1110,Mumbai,Kharghar,2,1,,,0,1,0,0,1,0,1,1,1,1,0,1,0,,,0,1,1,1,0,,,,0
6618,3400000,704,Mumbai,Dronagiri,1,0,,,0,0,1,0,0,0,1,1,1,1,0,0,0,,,0,1,1,1,0,,,,0
2567,21500000,2300,Delhi,Sector 5 Dwarka,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0
3124,9000000,1897,Hyderabad,Tellapur,3,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1
5005,8080000,956,Kolkata,Rajarhat,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4321,3372999,1041,Kolkata,Sonarpur,3,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
3572,8625000,1150,Hyderabad,Hitech City,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2776,2200000,450,Delhi,Dwarka Mor,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7503,12200000,1120,Mumbai,Chembur East,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4106,6600000,1555,Hyderabad,Gajularamaram,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
123,4900000,1215,Banglore,Kadugodi Industrial Area,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4781,3788000,874,Kolkata,Kaikhali,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
7643,11200000,1252,Mumbai,Chembur,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
3303,4760000,1190,Hyderabad,Nizampet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4426,3650000,870,Kolkata,Tiljala,2,0,9,9,,9,9,9,,9,9,9,9,,,,,9,9,9,,9,9,,9,9,9,
6123,6200000,650,Mumbai,Kharghar,1,1,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,1,0,0,1,1,,,,0
3951,4284000,1020,Hyderabad,Gajularamaram,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
389,5702000,1180,Banglore,Ramamurthy Nagar,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
5103,11800000,1150,Kolkata,Dum Dum,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1920,10000000,1000,Delhi,Sector 24 Rohini,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2154,15000000,1800,Delhi,Sector 3 Dwarka,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5306,2000000,1115,Kolkata,Madhyamgram,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
623,5804000,1087,Banglore,JP Nagar Phase 3,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
5954,2700000,800,Kolkata,Behala,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5719,3760000,1039,Kolkata,Maniktala,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1395,2567000,550,Chennai,Tiruvottiyur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,2259000,572,Chennai,Perungalathur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4559,3957000,1164,Kolkata,Sonarpur,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
1691,33600000,2458,Chennai,Chetpet,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2046,17500000,2000,Delhi,Sector 23 Dwarka,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3934,6497000,1326,Hyderabad,Appa Junction Peerancheru,2,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
3713,10000000,1755,Hyderabad,Narsingi,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
5014,6300000,2249,Kolkata,Rajarhat,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
38,4900000,1187,Banglore,Begur,2,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
1900,45000000,1300,Delhi,Saket,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
7179,17500000,1630,Mumbai,Sector 7 Kharghar,3,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,,,0
7452,5700000,650,Mumbai,Kharghar,1,1,,,0,1,0,1,0,1,1,1,1,1,0,0,1,,,0,0,0,1,0,,,,1
2958,27500000,2000,Delhi,Sector 10 Dwarka,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
2639,4799000,900,Delhi,Dwarka Mor,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,7415000,1141,Chennai,Maduravoyal,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
7654,4000000,670,Mumbai,Kamothe,1,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5754,5491000,1480,Kolkata,East Kolkata Township,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2247,2000000,495,Delhi,Burari,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,4485000,1282,Banglore,Electronic City Phase 1,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
5284,3200000,650,Kolkata,Tiljala,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
6125,6500000,650,Mumbai,Kharghar,1,1,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,1,0,,,,0
838,6970999,1367,Banglore,Nagarbhavi,3,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
4412,5100000,1337,Kolkata,New Town,3,1,9,9,,9,9,9,,9,9,9,9,,,,,9,9,9,,9,9,,9,9,9,
3893,6000000,1278,Hyderabad,Manikonda,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
2954,7800000,1100,Delhi,South Extension 2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0
563,4072000,1058,Banglore,Krishnarajapura,2,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
3297,3900000,1050,Hyderabad,Puppalaguda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5915,7931999,1684,Kolkata,Dum Dum,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
7740,8500000,400,Mumbai,Kannamwar Nagar II,1,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1366,6552000,1008,Chennai,East Tambaram,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,2550000,546,Chennai,Tiruvottiyur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7462,4500000,450,Mumbai,Mira Road East,1,1,,,0,0,0,0,0,0,1,1,1,0,0,1,0,,,0,0,1,1,0,,,,0
2863,21500000,2400,Delhi,Sector 22 Dwarka,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
7557,4700000,1200,Mumbai,Parel,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1225,3806000,635,Chennai,Iyappanthangal,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7092,4500000,800,Mumbai,Sector 30 Kharghar,1,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,,,0
4795,2549000,793,Kolkata,Dum Dum,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
919,7500000,1480,Banglore,Kanakapura Road Beyond Nice Ring Road,3,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1
4835,14200000,2867,Kolkata,Madurdaha Hussainpur,4,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
7512,9500000,1091,Mumbai,Chembur,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1805,2808000,720,Chennai,Pozhichalur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1721,5529000,1060,Chennai,Periyapanicheri,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,6187000,1482,Hyderabad,Uppal Kalan,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
5414,2800000,1080,Kolkata,Barrackpore,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1111,7542000,1640,Chennai,Sholinganallur,3,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
3681,3300000,930,Hyderabad,Nizampet,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1071,10000000,1169,Banglore,Sanjaynagar,2,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1
2197,3000000,675,Delhi,Burari,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6464,4800000,600,Mumbai,Sector 22 Kamothe,1,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,,,0
1713,3117000,725,Chennai,Porur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2056,23000000,2300,Delhi,Sector 11 Dwarka,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2411,2500000,980,Delhi,Jamia Nagar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5374,7800000,934,Kolkata,Rajarhat,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
3631,4800000,810,Hyderabad,Moula Ali,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
5874,3382000,1350,Kolkata,Kasba,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1384,6506999,1415,Chennai,Sholinganallur,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
7635,39900000,765,Mumbai,Chembur,1,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2551,25500000,2000,Delhi,Sector 23 Dwarka,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
1536,2500000,570,Chennai,Thiruverkadu,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
4254,10100000,1500,Hyderabad,Kondapur,2,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0
7315,16000000,750,Mumbai,Jogeshwari West,2,1,,,0,0,0,0,0,0,1,1,0,0,0,0,0,,,0,0,0,1,0,,,,0
7392,14000000,900,Mumbai,Seawoods,2,1,,,0,0,0,0,0,0,1,1,1,1,0,0,0,,,0,0,0,1,0,,,,0
1114,3388000,738,Chennai,Tiruvottiyur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,7317000,1090,Hyderabad,Kukatpally,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4857,8700000,1820,Kolkata,Dum Dum,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
5687,2300000,1265,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
6128,5500000,560,Mumbai,Kharghar,1,1,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,0,1,0,1,0,,,,0
1794,3377000,965,Chennai,Selaiyur,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4301,6656999,1585,Hyderabad,Manikonda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7428,14200000,1440,Mumbai,Kharghar,3,1,,,0,1,0,0,1,0,1,1,1,1,1,0,0,,,0,0,1,1,0,,,,0
5851,2000000,1310,Kolkata,Dum Dum,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
6304,2375000,525,Mumbai,Kalyan East,1,1,,,1,1,1,0,1,0,1,1,1,0,0,0,0,,,0,0,1,0,0,,,,0
4317,2524000,935,Kolkata,Narendrapur,2,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
6321,12500000,800,Mumbai,Kandivali West,2,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0,1,1,0,,,,1
3173,5500000,1250,Hyderabad,Rajendra Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2458,5700000,1100,Delhi,Uttam Nagar,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
554,4195000,1090,Banglore,Krishnarajapura,2,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
727,6149000,1255,Banglore,JP Nagar Phase 8,2,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1
4905,5124000,880,Kolkata,New Town,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
2514,15000000,1900,Delhi,Sector 13 Dwarka,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
3593,7000000,1605,Hyderabad,Neknampur,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7626,10200000,1070,Mumbai,Chembur,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4774,4500000,670,Kolkata,Garia,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
7037,21500000,1080,Mumbai,Borivali East,2,0,,,0,1,0,1,1,1,1,1,1,1,0,0,1,,,0,0,0,1,0,,,,1
580,2899000,1115,Banglore,Marsur,2,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
2188,5500000,900,Delhi,Burari,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
136,8656000,1502,Banglore,Jakkur,3,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1
5255,9300000,1203,Kolkata,Garia,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5448,4000000,720,Kolkata,Haltu,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
7472,21400000,1560,Mumbai,Borivali East,3,0,,,0,0,0,0,1,1,1,1,0,1,0,1,0,,,0,0,0,1,0,,,,0
831,5040000,1200,Banglore,Electronic City Phase 1,2,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
5612,9200000,1007,Kolkata,Ultadanga,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1125,3442000,850,Chennai,Poonamallee,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7132,7800000,735,Mumbai,Sector 35I Kharghar,1,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,1,0,0,0,1,,,,0
2910,6700000,1150,Delhi,Shahdara,3,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
4566,3233000,1139,Kolkata,Sonarpur,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
1661,6948999,900,Chennai,Chromepet,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1962,2349000,450,Delhi,Dwarka Mor,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4770,9000000,1426,Kolkata,Dum Dum Park,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
4775,4000000,1100,Kolkata,Garfa,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
880,5279000,1224,Banglore,Kannur on Thanisandra Main Road,2,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
641,8086000,1550,Banglore,JP Nagar Phase 3,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
3296,10000000,2240,Hyderabad,Tellapur,3,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
1532,2490000,570,Chennai,Thiruverkadu,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1482,5015000,1003,Chennai,Madambakkam,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
476,2893000,827,Banglore,Electronic City Phase 1,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
237,7091000,1270,Banglore,Jalahalli,2,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
